Offset,Hitrate
1,80.38343558282208
10,93.09815950920245
20,96.93251533742331
30,97.66871165644172
40,98.20552147239264
50,98.26687116564418
60,98.26687116564418
70,98.26687116564418
80,98.32822085889571
90,98.34355828220859
100,98.34355828220859
110,98.31288343558282
120,98.28220858895705
130,98.32822085889571
140,98.31288343558282
150,98.32822085889571
