Offset,MAPE
1,2.157693562748092
10,0.81673941849205
20,0.5973621241591477
30,0.48322946149433177
40,0.4619937945848775
50,0.413010043763587
60,0.4160523375242317
70,0.40998373290036794
80,0.4081090042406262
90,0.40797931617675687
100,0.4083838915997486
110,0.4046598945375439
120,0.4110069512303514
130,0.40962783897042215
140,0.40590092875817296
150,0.4107624233642637
