Offset,MAPE
1,1.1527659406173243
10,0.8695794236953036
20,0.9798384722229203
30,0.8839485846182595
40,0.9095165559519867
50,0.9119446446083345
60,0.9211568535711938
70,0.8339340773412044
80,0.8886688334283549
90,0.9008392921286001
100,0.8589169140225538
110,0.8584238612522472
120,0.8988930778592406
130,0.9335438124790094
140,0.8944875919573108
150,0.8843843446744504
