Offset,Hitrate
1,78.98773006134969
10,78.98773006134969
20,79.01840490797546
30,76.01226993865031
40,79.21779141104295
50,79.23312883435583
60,79.21779141104295
70,76.70245398773006
80,76.01226993865031
90,73.19018404907975
100,82.1319018404908
110,79.57055214723926
120,78.52760736196319
130,75.0920245398773
140,79.55521472392638
150,79.47852760736196
